target.cycle,target.energy,target.edp,target.area,mapping.mapping,arch.pe,arch.mac,arch.meshX,arch.mem1_entries,arch.mem1_depth,arch.mem1_width,arch.mem1_instances,arch.mem1_word-bits,arch.mem1_network-word-bits,arch.mem1_n_rdwr_ports,arch.mem1_n_banks,arch.mem1_shared_bandwidth,arch.mem2_entries,arch.mem2_depth,arch.mem2_width,arch.mem2_instances,arch.mem2_meshX,arch.mem2_word-bits,arch.mem2_n_rdwr_ports,arch.mem2_n_banks,arch.mem2_shared_bandwidth,arch.name,prob.shape,prob.C,prob.Hdilation,prob.Hstride,prob.K,prob.N,prob.P,prob.Q,prob.R,prob.S,prob.Wdilation,prob.Wstride
4096,4.99561,0.02046202,0.708209,L3[WIO] K8 - L2[WI] N1 K16X - L1[O] C4 P128 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,20.990071,0.6878026,0.708209,L3[WIO] K16 P64 - L2[WI] N1 K8X - L1[O] C16 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,22.176296,2.906691,0.708209,L3[WIO] P16 K32 - L2[WI] N1 - L1[O] K4 C8 P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,11.493513,6.025911,0.708209,L3[WIO] P2 K64 - L2[WI] N1 - L1[O] K2 C32 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
194560,123.216339,23.97297,0.708209,L3[WIO] C32 K16 P4 - L2[WI] N1 K4X - L1[O] K2 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,18.989071,0.6222339,0.708209,L3[WIO] K16 P8 - L2[WI] N1 K4X - L1[O] K2 C8 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
585728,66.653502,39.04082,0.708209,L3[WIO] C16 K8 P4 - L2[WI] N1 K2X - L1[O] K8 C4 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,22.743931,1.490546,0.708209,L3[WIO] K2 P16 C4 - L2[WI] N1 - L1[O] K64 P8 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
264192,26.522419,7.007011,0.708209,L3[WIO] C2 K16 P16 - L2[WI] N1 K4X - L1[O] K2 C32 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,64.602138,8.467531,0.708209,L3[WIO] P64 K32 - L2[WI] N1 - L1[O] K4 C8 P2 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
16384,5.723752,0.09377795,0.708209,L3[WIO] K16 - L2[WI] N1 K4X - L1[O] K2 C4 P128 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,22.465443,5.889181,0.708209,L3[WIO] K16 P8 - L2[WI] N1 - L1[O] K8 C16 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
31744,28.714417,0.9115105,0.708209,L3[WIO] C4 K16 P16 - L2[WI] N1 K8X - L1[O] C2 P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
72704,64.27347,4.672938,0.708209,L3[WIO] C2 P64 K8 - L2[WI] N1 K16X - L1[O] C4 P2 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
292864,171.884583,50.33881,0.708209,L3[WIO] P128 C16 K8 - L2[WI] N1 K4X - L1[O] K4 C4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,118.229358,138.5005,0.708209,L3[WIO] P64 C16 K4 - L2[WI] N1 - L1[O] K32 C4 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,7.852807,0.2573208,0.708209,L3[WIO] P2 K8 - L2[WI] N1 K16X - L1[O] C32 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
286720,45.788189,13.12839,0.708209,L3[WIO] C4 K32 P2 - L2[WI] N1 - L1[O] K4 C4 P64 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,35.356933,4.634304,0.708209,L3[WIO] K32 P4 - L2[WI] N1 - L1[O] K4 C8 P32 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,23.09178,3.026686,0.708209,L3[WIO] P4 K16 C8 - L2[WI] N1 K4X - L1[O] K2 C4 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
31744,30.362377,0.9638233,0.708209,L3[WIO] C4 K16 P64 - L2[WI] N1 K8X - L1[O] C2 P2 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
138240,120.080162,16.59988,0.708209,L3[WIO] C2 K128 P8 - L2[WI] N1 - L1[O] C2 P16 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
391168,233.516732,91.34427,0.708209,L3[WIO] C64 K16 P64 - L2[WI] N1 K4X - L1[O] K2 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
548864,132.797464,72.88775,0.708209,L3[WIO] P128 C4 K4 - L2[WI] N1 - L1[O] K32 C8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,67.755207,79.37224,0.708209,L3[WIO] K2 C16 P128 - L2[WI] N1 - L1[O] K64 C4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,67.269713,70.53741,0.708209,L3[WIO] P2 K64 C4 - L2[WI] N1 - L1[O] K2 C16 P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,21.46326,22.50586,0.708209,L3[WIO] K8 P4 C4 - L2[WI] N1 - L1[O] K16 C16 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,13.156038,0.431097,0.708209,L3[WIO] K8 P8 - L2[WI] N1 K16X - L1[O] C32 P16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1171456,118.229358,138.5005,0.708209,L3[WIO] C16 P64 K4 - L2[WI] N1 - L1[O] K32 C4 P2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
8192,5.238324,0.04291235,0.708209,L3[WIO] K8 - L2[WI] N1 K8X - L1[O] K2 C4 P128 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,37.378023,1.492729,0.708209,L3[WIO] C8 K8 P64 - L2[WI] N1 K8X - L1[O] K2 C2 P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
8192,8.307648,0.06805625,0.708209,L3[WIO] C2 K8 - L2[WI] N1 K16X - L1[O] C2 P128 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,35.166255,1.4044,0.708209,L3[WIO] C8 K8 P16 - L2[WI] N1 K8X - L1[O] K2 P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,18.719364,9.814338,0.708209,L3[WIO] K8 P64 - L2[WI] N1 - L1[O] K16 C32 P2 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,8.580948,1.124722,0.708209,L3[WIO] P2 K16 - L2[WI] N1 K4X - L1[O] K2 C32 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
132096,18.966018,2.505335,0.708209,L3[WIO] P8 C2 K16 - L2[WI] N1 K8X - L1[O] C32 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,24.861581,3.258657,0.708209,L3[WIO] P4 K16 C64 - L2[WI] N1 K8X - L1[O] P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
134144,121.169928,16.25422,0.708209,L3[WIO] P128 K32 - L2[WI] N1 - L1[O] K4 C8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,19.891431,0.6518024,0.708209,L3[WIO] K16 P32 - L2[WI] N1 K8X - L1[O] C16 P4 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
23552,23.28416,0.5483885,0.708209,L3[WIO] K8 C4 P64 - L2[WI] N1 K8X - L1[O] K2 P2 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
41216,23.187351,0.9556899,0.708209,L3[WIO] K16 P128 - L2[WI] N1 K8X - L1[O] C16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,36.134308,1.44306,0.708209,L3[WIO] K8 C8 P2 - L2[WI] N1 K16X - L1[O] C4 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,12.603921,3.304042,0.708209,L3[WIO] P4 K16 - L2[WI] N1 K4X - L1[O] K2 C64 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,8.91822,1.168929,0.708209,L3[WIO] K64 - L2[WI] N1 - L1[O] K2 C8 P128 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
195584,171.156442,33.47546,0.708209,L3[WIO] P128 C16 K8 - L2[WI] N1 K16X - L1[O] C4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,36.05807,9.452407,0.708209,L3[WIO] K32 P8 - L2[WI] N1 - L1[O] K4 C16 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1564672,234.781337,367.3558,0.708209,L3[WIO] P16 C64 K8 - L2[WI] N1 - L1[O] K16 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,9.520188,0.623915,0.708209,L3[WIO] P2 K64 - L2[WI] N1 - L1[O] K2 C4 P64 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
41216,32.559658,1.341979,0.708209,L3[WIO] C4 K16 P128 - L2[WI] N1 K8X - L1[O] C2 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1302528,115.538047,150.4915,0.708209,L3[WIO] C32 K64 - L2[WI] N1 - L1[O] K2 C2 P128 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,32.069721,33.62754,0.708209,L3[WIO] P16 K8 C64 - L2[WI] N1 - L1[O] K16 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,6.005655,0.1967933,0.708209,L3[WIO] K16 - L2[WI] N1 K4X - L1[O] K2 C8 P128 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
138240,120.84126,16.7051,0.708209,L3[WIO] C2 P128 K8 - L2[WI] N1 K16X - L1[O] C4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
778240,119.46992,92.97627,0.708209,L3[WIO] C32 P8 K32 - L2[WI] N1 - L1[O] K4 P16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,35.989575,1.43728,0.708209,L3[WIO] C2 P32 K8 - L2[WI] N1 K16X - L1[O] C4 P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,13.192756,0.8646005,0.708209,L3[WIO] K8 P2 - L2[WI] N1 K8X - L1[O] K2 C32 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,21.901636,2.870691,0.708209,L3[WIO] K16 P8 - L2[WI] N1 - L1[O] K8 C8 P16 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
286720,127.549949,36.57112,0.708209,L3[WIO] C4 K128 P8 - L2[WI] N1 - L1[O] C4 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
262144,9.482027,2.485657,0.708209,L3[WIO] K64 - L2[WI] N1 - L1[O] K2 C16 P128 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1073152,36.05906,38.69685,0.708209,L3[WIO] P16 C4 K4 - L2[WI] N1 - L1[O] K32 C16 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,35.715575,1.426337,0.708209,L3[WIO] C8 K8 P32 - L2[WI] N1 K8X - L1[O] K2 P4 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
134144,120.888025,16.2164,0.708209,L3[WIO] P128 K4 - L2[WI] N1 - L1[O] K32 C4 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
548864,76.229674,41.83972,0.708209,L3[WIO] P64 C4 K4 - L2[WI] N1 - L1[O] K32 C8 P2 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39936,35.075359,1.40077,0.708209,L3[WIO] K8 C8 P4 - L2[WI] N1 K16X - L1[O] C2 P32 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,25.499653,1.671145,0.708209,L3[WIO] P8 K16 C8 - L2[WI] N1 K4X - L1[O] K2 C2 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
5120,5.879482,0.03010295,0.708209,L3[WIO] P2 K8 - L2[WI] N1 K16X - L1[O] C4 P64 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
83968,74.511041,6.256543,0.708209,L3[WIO] K16 P64 C16 - L2[WI] N1 K8X - L1[O] P2 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
651264,126.854413,82.61571,0.708209,L3[WIO] P16 C32 K16 - L2[WI] N1 K2X - L1[O] K4 C2 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
194560,123.353669,23.99969,0.708209,L3[WIO] C32 K16 P8 - L2[WI] N1 K4X - L1[O] K2 P16 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
39168,25.48144,0.9980571,0.708209,L3[WIO] K8 C4 P128 - L2[WI] N1 K8X - L1[O] K2 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
23552,22.090341,0.5202717,0.708209,L3[WIO] C2 P16 K8 - L2[WI] N1 K8X - L1[O] K2 C4 P8 C8X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,21.324037,2.794984,0.708209,L3[WIO] K16 P2 C8 - L2[WI] N1 K4X - L1[O] K2 C4 P64 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1056768,22.22668,23.48844,0.708209,L3[WIO] C2 K8 P4 - L2[WI] N1 - L1[O] K16 C32 P32 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
263168,218.766427,57.57232,0.708209,L3[WIO] C64 P2 K8 - L2[WI] N1 K16X - L1[O] P64 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
325632,122.932484,40.03075,0.708209,L3[WIO] K8 C32 P128 - L2[WI] N1 K4X - L1[O] K4 C2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1564672,248.923284,389.4833,0.708209,L3[WIO] P32 C64 K8 - L2[WI] N1 - L1[O] K16 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
19456,18.4964,0.359866,0.708209,L3[WIO] K16 P16 - L2[WI] N1 K8X - L1[O] C4 P8 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,46.211668,48.45645,0.708209,L3[WIO] P32 K8 C64 - L2[WI] N1 - L1[O] K16 P4 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
23552,22.18552,0.5225134,0.708209,L3[WIO] K8 C4 P32 - L2[WI] N1 K8X - L1[O] K2 P4 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
16384,6.607623,0.1082593,0.708209,L3[WIO] P2 K16 - L2[WI] N1 K4X - L1[O] K2 C4 P64 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,13.261257,6.952718,0.708209,L3[WIO] P4 K64 - L2[WI] N1 - L1[O] K2 C32 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
286720,45.856854,13.14808,0.708209,L3[WIO] C4 K32 P4 - L2[WI] N1 - L1[O] K4 C4 P32 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
66816,15.545162,1.038666,0.708209,L3[WIO] K4 P128 - L2[WI] N1 - L1[O] K32 C4 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
385024,65.349698,25.1612,0.708209,L3[WIO] P8 C16 K4 - L2[WI] N1 - L1[O] K32 P16 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
66048,25.794278,1.70366,0.708209,L3[WIO] C2 P16 K8 - L2[WI] N1 K16X - L1[O] C32 P8 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
131072,23.09178,3.026686,0.708209,L3[WIO] K16 P4 C2 - L2[WI] N1 K4X - L1[O] K2 C16 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
65536,36.03634,2.361678,0.708209,L3[WIO] P32 K64 - L2[WI] N1 - L1[O] K2 C4 P4 C16X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
524288,23.867717,12.51356,0.708209,L3[WIO] P16 K4 - L2[WI] N1 - L1[O] K32 C32 P8 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1302528,120.747814,157.2774,0.708209,L3[WIO] C32 K2 P128 - L2[WI] N1 - L1[O] K64 C2 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
286720,19.418141,5.567569,0.708209,L3[WIO] C4 K128 - L2[WI] N1 - L1[O] C4 P128 C4X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
1048576,24.998747,26.21309,0.708209,L3[WIO] K8 P8 C4 - L2[WI] N1 - L1[O] K16 C16 P16 - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
32768,9.620551,0.3152462,0.708209,L3[WIO] P4 K8 - L2[WI] N1 K16X - L1[O] C32 P32 C2X - L0[W] N1,256,1,16,512,512,32,16,32,16,2,2,2,131072,8192,128,1,1,8,1,1,32,gemmini,cnn-layer,64,1,1,128,1,128,1,1,1,1,1
